name,phone,city,state,pincode,business_status,latitude,longitude,formatted_address,place_id,rating,user_ratings_total
D.C.L. Weigh Bridge,,Mahammadbaksa,West Bengal,734014,OPERATIONAL,26.6447193,88.37058139999999,"J9VC+V6P, Nimtolla, P.O. Rangapani, Dist. - Darjeeling, Mahammadbaksa",ChIJiyS3Z_hE5DkRb39VtC7m0jQ,5.0,2.0
Maa Mahalaxmi Weigh Bridge,,Siliguri,West Bengal,734004,OPERATIONAL,26.7224726,88.455621,"PFC4+X6Q, Ghogomali, Siliguri",ChIJ8WWZvL5B5DkRTofpvtUfNE0,4.0,32.0
SJDA Truck Parking & Weigh Bridge,,Siliguri,West Bengal,734015,OPERATIONAL,26.6360787,88.41725129999999,"Land Custom Station P.O, Hat, Fulbari, Siliguri",ChIJuepc_ExD5DkR8EoPbBcanGs,3.3,4.0
BABAN DEB,,Bagdogra,West Bengal,734014,OPERATIONAL,26.701651,88.3236208,"P82F+MC9 Airport Plaza, Bagdogra, Dumriguri",ChIJ81ClN8tJ5DkRy8fX8QpOsec,,
Dharma (Weigh Bridge),,Siliguri,West Bengal,734003,OPERATIONAL,26.7322393,88.4081861,"Darjeeling More, Ward 45, Patiram Jote, Mallaguri, Siliguri",ChIJ621oUDNB5DkR4LdLvPy9KEw,,
Dharam Kata,,Bagdogra,West Bengal,734014,OPERATIONAL,26.7014029,88.33205459999999,"P82J+HR7, Gosaipur, Bagdogra",ChIJLb0COQBH5DkRxkhhZSNUCaU,,
Jayshree Weigh Bridge,,Siliguri,West Bengal,734001,OPERATIONAL,26.7092378,88.4177615,"PC59+M4R, Ward 7, Vidya Sagar Pally, Mahananda Para, Siliguri",ChIJX79_syxB5DkRMI5zBYj8BT4,,
JP SCALES,,Siliguri,West Bengal,734003,OPERATIONAL,26.7297493,88.4180518,"Nivedita Rd, Ward 2, Pradhan Nagar, Siliguri",ChIJeSD7ASNB5DkRWIRFaJ5ULrQ,5.0,2.0
Digital Balance Solution,,Naxalbari,West Bengal,734429,OPERATIONAL,26.6781817,88.19737959999999,"Rail station, Station Road, near Naxalbari, Naxalbari, Bhimram",ChIJvRiJNllN5DkRwOfrbr_nOl0,3.5,2.0
Mevedir Avenue LLP,,Siliguri,West Bengal,734008,OPERATIONAL,26.7615031,88.4473503,"Ward no - 42, Thakur Panchanan Lane, opposite Maruti Weigh Bridge Kanta, near Poorni Healthcare Hospital, Ward 42, Salugara, Siliguri",ChIJF7htHVNB5DkRMD8zho2YO8I,,
Goyal Packaging,,Siliguri,West Bengal,735135,OPERATIONAL,26.6296329,88.46525079999999,"GANDA MORE, near GOYAL WEIGH BRIDGE, Siliguri, Jugibhita",ChIJeTXgpCtD5DkR2n0N-p-Tw2o,,
Saraf Instrument - Best Weighing & Coffee Machine Dealer | Best CCTV Dealer in Siliguri,097490 97843,Siliguri,West Bengal,734001,OPERATIONAL,26.7120798,88.4256,"Yadav Samiti Market Complex, Hill Cart Rd, near Venus More Traffic Point, Ward 11, Hakim Para, Siliguri",ChIJj2Dxq25B5DkREHTRMYmshRI,4.2,36.0
MAA BHAVANI WEIGHBRIDGE,089671 94804,Oodlabari,West Bengal,735222,OPERATIONAL,26.8550058,88.6224282,"Township Gate2, Oodlabari",ChIJeYPqAykT5DkRItVcekImxGE,4.4,5.0
Nagrakata Weigh Bridge,090912 95119,Sulkapara,West Bengal,735225,OPERATIONAL,26.8548104,88.9042824,"VW33+WPF, Sulkapara Rd, Sulkapara",ChIJz2ZR50zy4zkRuJTqAq9R1zc,5.0,1.0
SUMAN SAHA,,Maynaguri,West Bengal,735224,OPERATIONAL,26.5564586,88.8125592,"Subhas Nagar, Maynaguri",ChIJJSfOMgeH4zkR2bCnsP_0OoM,1.0,1.0
SWASTIK WEIGH BRIDGE 100 MT & SWASTIK ENTERPRISE,098324 11183,Fatapukur,West Bengal,735134,OPERATIONAL,26.570932,88.53045,"26°34'15.5""N 88°31'49.5""E Panikuri, Fatapukur",ChIJMbL2KERm5DkRiM2ov3BIdag,3.5,11.0
Dhupguri weigh bridge & pollution center,,more,West Bengal,735210,OPERATIONAL,26.5749692,88.9946131,"Ah 48, Dhupguri Station Rd, more",ChIJe9550Dub4zkRoB3fvHYrKOo,,
Maa Jagdamba Weigh Bridge,095478 10483,Sukhanibasti,West Bengal,735225,OPERATIONAL,26.871389,88.9088412,"Nh-31, Sukhani Basti, Sukhanibasti",ChIJTZQPIdPz4zkRi8MWeIMMYUA,5.0,2.0
Toll Plaza WeighBridge,,Bhangarhat,West Bengal,735224,OPERATIONAL,26.5609177,88.91992169999999,"HW6C+934, Dharai Kuri, Bhangarhat",ChIJxUax58SF4zkRlPxEEa3nYBU,2.0,1.0
United Weigh Bridge,,Dhupguri,West Bengal,735210,OPERATIONAL,26.5817993,88.9982529,"HXJX+P86, Gobindapally, Dhupguri",ChIJ99vir2qa4zkRJl6Sp1xMq1w,4.0,5.0
M D Weigh Bridge,,Dakshin Khagrabari,West Bengal,735224,OPERATIONAL,26.5603062,88.832764,"HR6M+44C, Dakshin Khagrabari",ChIJNy_U6FaG4zkRMCuDIOXzW5c,4.2,9.0
BANSAL WEIGHBRIDGE,,Chalsa,West Bengal,735206,OPERATIONAL,26.8811119,88.7955752,"Upper chalsa, NH 31, Chalsa",ChIJqSm46aL14zkREYCoJB5tQwU,3.9,9.0
Guru Nanak Dharm Kanda,098766 26025,Madan Heri,Punjab,140307,OPERATIONAL,30.722833,76.5949863,"PHFV+4XQ, Kheri Chowk - Kharar Rd, Madan Heri",ChIJh_HxAeDkDzkRS-VLPfrv9LA,4.4,14.0
New Janta Dharam Kanta,,Zirakpur,Punjab,140603,OPERATIONAL,30.6491926,76.811561,"S.C.O-7, Zirakpur-Patiala road, National Highway 64, adjacent Shivalik Hotel, Utrathiya, Zirakpur",ChIJ_WvfjsbrDzkR9UobWhaVrCE,5.0,5.0
Shiv Dharam Computer Kanda,089994 40000,Patiala,Punjab,147001,OPERATIONAL,30.3574524,76.40231709999999,"Shop No 54, Kissan Market, Sirhind Rd, Azad Nagar, Patiala",ChIJ56fxboQoEDkR3qjUc--wu6o,5.0,3.0
Chadha computer kanda,,Sirhind,Punjab,140406,OPERATIONAL,30.6282528,76.3921123,"Bypass road, near sohan farms, Shamsher Nagar, Sirhind",ChIJ02Wot6UfEDkRFJI1vjfWyis,5.0,3.0
DHANOA DHARAM KANDA,096130 90009,Kandala,Punjab,140306,OPERATIONAL,30.6745363,76.7678294,"Jagatpura. Road S. A. S MOHALI. 140306, Kandala",ChIJWTnCjHfsDzkRVQMWqeSEgFw,4.2,39.0
SHREE RAM DHARAM KANTA,082951 56380,Boron,Haryana,134201,OPERATIONAL,30.4313076,76.9292802,MOLLI TO JATWAR ROAD,ChIJG9Tmm-27DzkRBd8wDPcEM4k,4.0,4.0
FRIENDS DHARAM KANDA,078640 00067,Rupnagar,Punjab,140001,OPERATIONAL,30.941042,76.5249599,"Near morinda chownk, bypass, near Chacha chicken corner, Rupnagar",ChIJdYq7xuJVBTkRT5uo62iFD78,5.0,2.0
National Every Dharam Kanta,099886 59340,Sahibzada Ajit Singh Nagar,Punjab,160062,OPERATIONAL,30.6911264,76.7004493,Near Marble Market Landran Road Akal Ashram Colony Sohana Village Sector 77 Mohali Sahibazada,ChIJpyD_Z-juDzkREkyZ4Eu1ozA,3.8,41.0
Mahalaxmi Dharam kanta,,,Punjab,140507,OPERATIONAL,30.584469,76.876423,"HVMG+QHM, Derabassi - Barwala Rd, Industrial Land Zone, Saidpura",ChIJjxr1KqS_DzkRJNhvuzu2oCk,4.3,4.0
Numberdar Dharam kanta,,Majra,Haryana,133204,OPERATIONAL,30.5177566,77.2038469,"Kala Amb Rd, Asgarpur, Majra",ChIJCZ3SWQAJDzkR1nArOyU3YpA,5.0,1.0
Saini Computerized Dhram kanda,088727 39192,Sanauli,Punjab,140201,OPERATIONAL,30.6172231,76.8588371,"Ramgarh Rd, Mubarakpur, Sanauli",ChIJv0gW4cOVDzkRhi-xy1gB888,4.3,23.0
Aggarwal Computer Kanta,,Ambala,Haryana,134007,OPERATIONAL,30.4081234,76.7955315,"Silicate Udyog, Jarout Rd, near Ambala, Ambala, Kakru",ChIJX2Gv9bzHDzkRUmDqpX45N1Y,4.5,4.0
Kisan dharm kanta,,Raipur Rani,Haryana,134204,OPERATIONAL,30.5748975,77.0110059,"H2F6+XC2, mouli road, near Axis Bank Branch, Raipur Rani",ChIJpV0dFHKjDzkRD45eOQNGwoQ,4.3,39.0
"dhanash.staduam road,Sandhu dharm kanta, English wine and beer shop,police complex,",,Chandigarh,Chandigarh,160014,OPERATIONAL,30.7662548,76.7473732,"Marble market, Dhanas, Chandigarh",ChIJVzXRHgDzDzkRIzBNL_T1EsM,5.0,1.0
V D Kanda,,Mandi Gobindgarh,Punjab,147301,OPERATIONAL,30.652698,76.2789949,"Amloh Rd, Opp. HP Petrol pump, Mandi Gobindgarh",ChIJ6wI_qWUaEDkRXZwRNRIUTQs,3.9,24.0
Maarkanda Dharm Kanta,,Rasulpur,Haryana,133204,OPERATIONAL,30.4472137,77.2134335,"main road-kala amb, Rasulpur, Jhanda",ChIJu3BSdAoIDzkRJqvWlCGkiVY,4.0,16.0
Cheema Dharam Kanda (Dharam Kanta),,Kauli,Punjab,140701,OPERATIONAL,30.4163171,76.5098017,"VPO, Kauli",ChIJPyKXzOvZDzkRiU8R3aU03V8,5.0,3.0
National computer kanda,,Mandi Gobindgarh,Punjab,141401,OPERATIONAL,30.6787152,76.27238990000001,"M7HC+FXF, Bhadla Road, Mandi Gobindgarh",ChIJLZgZaQAbEDkRS_3Y3-twGdM,,
Dhiman kanda,098556 99907,Goshlan,Punjab,140103,OPERATIONAL,30.8218693,76.5640533,"RHC8+V2W, Goshlan",ChIJ7wSxj8r7DzkRFqPmjwed6nc,4.3,22.0
Shankar Dharam Kanta,,Mandi Gobindgarh,Punjab,147301,OPERATIONAL,30.65709949999999,76.30451289999999,"M843+VR3, Mandi Gobindgarh",ChIJgYHIhG8bEDkR1LFbYgEMyt4,5.0,1.0
Jiva dharam kanta,098829 29029,Katha,Himachal Pradesh,173205,OPERATIONAL,30.9393472,76.8135422,"near coca cola compnay, Katha, Baddi",ChIJl1pPXir1DzkRSanQ3IE10X4,5.0,2.0
Aggarwall Dharam Kanta,,Kala Amb,Himachal Pradesh,173030,OPERATIONAL,30.506752,77.21789299999999,"Himachal Terepene Products, Ambala-Dehradun-Haridwar Rd, Kala Amb, Rampur Jatan",ChIJuzd0mhEJDzkRfn0-631gyCQ,5.0,4.0
Dashmesh Dharm Kanda,,,Punjab,140407,OPERATIONAL,30.642486,76.42535629999999,SH12A,ChIJuRKFb9kdEDkRiWKt5xo-8BI,4.6,5.0
Kisaan Dharam Kanta,,Maggarpur,Haryana,134202,OPERATIONAL,30.36543919999999,76.9997939,"9X8X+5WF, Maggarpur, Ganesh Pur",ChIJl3S-A0exDzkRvCTKrRCfOC0,3.8,27.0
R G DHARM KANTA,094664 48867,Barwala,Haryana,134118,OPERATIONAL,30.5649411,76.9408619,"OLD NH73, ROAD, near INDIAN OIL PETROL PUMP, PANCHKULA, Barwala",ChIJ6V5CYqW9DzkRPNUGphwcPZU,5.0,1.0
Rajveer Dharam Kanta kharuni,,Baddi,Himachal Pradesh,173205,OPERATIONAL,30.9975068,76.7397811,"XPXQ+2W2, Pinjore-Baddi-Nalagarh Rd, opposite petrol pump, Kharuni, Baddi",ChIJ5RFurQtfBTkRqPJMRf0ASCU,5.0,1.0
Apna Dharam Kanta,,Chandigarh,Chandigarh,160002,OPERATIONAL,30.6963497,76.7840739,"MQWM+GJP, Industrial Area Phase II, Chandigarh",ChIJlbG0Q6btDzkRdedD8wiP8i0,5.0,3.0
Laj Dharam Kanta Since 1991,070184 95338,Baddi,Himachal Pradesh,173205,OPERATIONAL,30.9360385,76.8004667,"WRP2+C58, Sai Rd, Baddi",ChIJr91beWj1DzkRjDDcPagtTbI,3.9,105.0
R K Computer Kanda,,Patiala,Punjab,147001,OPERATIONAL,30.3468415,76.26441670000001,"87W7+PQM, Bypas Rd, Patiala",ChIJAY0wdKMxEDkRMA8Aziotc08,5.0,1.0
Shiv Dharam Kanta,,Baddi,Himachal Pradesh,174102,OPERATIONAL,30.9977478,76.73970039999999,"XPXQ+3VW, Baddi",ChIJ8QOE4jtfBTkR-3m_4giKylw,3.0,1.0
Leo Dharm Kanta,098155 86766,Baddi,Himachal Pradesh,174102,OPERATIONAL,30.9918563,76.77505459999999,"XQRG+P2V, Lodhimajra Industrial Area Rd, Baddi",ChIJj6eunP5eBTkRKHa826ZphV4,3.8,5.0
CHAIRMAN COMPUTER KANTA Dhurkara,097256 22833,,Haryana,134003,OPERATIONAL,30.332807,76.742487,"Kaithal - Ambala Rd, Dhorkara",ChIJ76hZyjfJDzkRRIQ4gozEwFY,3.9,10.0
SHANTI COMPUTER KANDA,099150 06029,Mandi Gobindgarh,Punjab,147301,OPERATIONAL,30.6618268,76.30383979999999,"SHANTI KANDA ROAD 268,Sec 5A, Mandi Gobindgarh",ChIJlXwX2GIbEDkR31lFDF13gxg,4.6,33.0
Madan ji dharam kanda,,Balbehra,Punjab,147101,OPERATIONAL,30.1748723,76.2210326,"56FC+MF5, Balbehra",ChIJveG5o3IzEDkRALXNug6zSts,5.0,2.0
Vashisht Dharam Kanta,,Ambala,Haryana,134007,OPERATIONAL,30.39268959999999,76.7993779,"Ambala - Naraingarh Rd, Asa Singh Garden, Tagore Garden, Baldev Nagar, Ambala",ChIJw-pDrVDJDzkRqJJzd46dPKY,3.9,9.0
Tangri Dharam Kanda,,Daun Majra,Punjab,140301,OPERATIONAL,30.7775847,76.6193558,"Chandigarh Kurali road, Daun Majra",ChIJ_US-RgT7DzkR7wN8RIMoFG0,4.0,1.0
ARTI COMPUTER KANDA,,Khanna,Punjab,141417,OPERATIONAL,30.725456,76.2110901,"P6G6+5CQ, Sunder City, Model Town, Khanna",ChIJJd0jngEPEDkRyFPd69PW4w4,5.0,1.0
Amrit Dharm Kanda 120 Ton Capacity,,Bassi Pathana,Punjab,140412,OPERATIONAL,30.6910616,76.5446083,"MGRV+CRH, Bassi Pathana",ChIJg_-BprTjDzkRe8MdxOE9d3g,5.0,2.0
Jai vishwkarma dharam kanta,099964 43701,Barwala,Haryana,134118,OPERATIONAL,30.5708997,76.9409201,"Haryana plasra(Batour, opp. Grain Market, Barwala",ChIJlaTBtNS9DzkRaINXFm4En_k,4.4,5.0
Gaur Dharam Kanta,,Chandigarh,Chandigarh,160047,OPERATIONAL,30.7058115,76.76411259999999,"Shop No. 240 Near PNB Bank Sector 45-B, Burail, Chandigarh",ChIJHXzQkkXsDzkRydIzgwC3ITU,5.0,3.0
Gee Jay Avery Kanta,,Samana,Punjab,147101,OPERATIONAL,30.1589316,76.21337659999999,"5657+H9C, Samana",ChIJfw1adNLMETkRm-XW4f_IJls,4.4,12.0
Guraya Kanda,,Samana Rural,Punjab,147101,OPERATIONAL,30.1488722,76.1813825,"45XJ+GHR, Samana Rural",ChIJBVj1m0DNETkReUPuTaVJ_XE,3.8,11.0
Virdi Dharam Kanta,094168 27239,Naraingarh,Haryana,134203,OPERATIONAL,30.4747999,77.1208637,"Near Aggarsain Chowk, Ambala - Naraingarh Rd, Naraingarh",ChIJp8fTi2amDzkRB7B6qmc4cdw,4.5,13.0
Bhagwati Dharam Kanta,095306 63393,Chandigarh,Chandigarh,160002,OPERATIONAL,30.70852339999999,76.80492079999999,"plot no 93, Industrial Area Phase I, Chandigarh",ChIJo8Sp98LsDzkRlnw8RnwrAjU,3.8,14.0
Ram Dharam Kanta,092186 00789,Shahpur,Himachal Pradesh,174103,OPERATIONAL,30.9186213,76.82957449999999,"WR9H+CRJ, Baddi - Jhar Majri Rd, Shahpur",ChIJZZ3QpM2KDzkRyIaXVemrryA,4.4,17.0
Punjab Dharam Kanda,,Morinda,Punjab,140101,OPERATIONAL,30.783544,76.4801414,"QFMH+9P, Prem Nagar, Morinda",ChIJ-c6sdY_9DzkR1eHHEdr1aeA,4.4,9.0
Goyal kanda,,Mandi Gobindgarh,Punjab,147301,OPERATIONAL,30.6551136,76.2819672,"M74J+2QX, Amloh - Mandi Gobindgarh Rd, Mandi Gobindgarh",ChIJM8VnVPAbEDkR0K_RJ43EvW0,4.0,21.0
Mittal computraised Kanda,,Mandi Gobindgarh,Punjab,147301,OPERATIONAL,30.6610797,76.2965358,"M76W+CJM, Jammu - Delhi Rd, Mandi Gobindgarh",ChIJCcALr10aEDkReB8FNntKmIE,4.1,8.0
Shakumbhari dharmkanta,,Gharhi Kotaha,Haryana,134204,OPERATIONAL,30.5720625,77.0404731,"Panchkula, to, Ambala - Naraingarh Rd, Gharhi Kotaha",ChIJcWr4Dj2jDzkRwLHRwNl3I2Y,4.0,1.0
Shiv dharam kanta,093432 00005,Alipur,Haryana,134103,OPERATIONAL,30.5979011,76.9509932,Alipur,ChIJo_T73NS9DzkROQ2AyH2YXsc,4.7,7.0
Public Dharam Kanda,,Rupnagar,Punjab,140001,OPERATIONAL,30.98426409999999,76.4907727,"Premnagar, Rupnagar, Rup Nagar",ChIJmXoOHQBVBTkR4QqRaXrYTyo,,
Khalsa Dharam Kanda,095924 30056,Sahibzada Ajit Singh Nagar,Punjab,140307,OPERATIONAL,30.6885827,76.6585927,"MMQ5+CCP, SH12A, Sector 112, Sahibzada Ajit Singh Nagar",ChIJh9Guk2vvDzkRyK0Sh-Gf3wM,3.0,3.0
Bhambari Kanda,,Mandi Gobindgarh,Punjab,147301,OPERATIONAL,30.6587179,76.2855872,"M75P+F6P, Amloh Rd, Mandi Gobindgarh",ChIJJ97HyYIbEDkRnqX_pLkCB7E,4.2,9.0
JNG Computer Kanda,,Mandi Gobindgarh,Punjab,147301,OPERATIONAL,30.649117,76.3176139,"Grand Trunk Rd, Mandi Gobindgarh",ChIJ5c1PNZkbEDkRB32rj1UKG9w,,
baba fath kanda,,Khanna,Punjab,141417,OPERATIONAL,30.7179593,76.2455007,"Rooprai Villa, Khanna-Kheri Naudh Singh Rd, Lalheri, Khanna",ChIJE21qssUPEDkRhx0VqjyFFAw,,
Sukhdev Kanda,076967 00095,Mandi Gobindgarh,Punjab,147301,OPERATIONAL,30.6452512,76.27136899999999,"Chowk, Amloh - Mandi Gobindgarh Rd, Turan, Mandi Gobindgarh",ChIJyVwJuAIbEDkRymXa7GyediQ,,
SUKHMANI DHARM KANDA,,Alamgir,Punjab,140501,OPERATIONAL,30.4708755,76.8604364,"FVC6+953, Unnamed Road, Alamgir",ChIJ7-aSIGC5DzkREBSKZzwMdks,3.8,5.0
GS Kanta,099141 54168,Sahibzada Ajit Singh Nagar,Punjab,140201,OPERATIONAL,30.6155851,76.8722296,"Sundran Rd, Pandwala, Mubarakpur, Sahibzada Ajit Singh Nagar",ChIJjw8egjKVDzkRk0g9yD5F_mY,,
Paradish Kanda,,Mandi Gobindgarh,Punjab,141411,OPERATIONAL,30.6801171,76.29127869999999,"M7JR+2GR, Mandi GobindGarh-Bhadla Rd, Nasrali, Mandi Gobindgarh, Gobindgarh R",ChIJKY32h20bEDkRKOC1uMY7mxk,5.0,1.0
P.P Dharam kanda(120MT & 24hrs),072060 98601,Mohra,Haryana,133004,OPERATIONAL,30.2725777,76.8585397,Mohra,ChIJwQzQ9wi1DzkR-ufYLAIxgfM,3.7,7.0
Shree Balaji Dharam Kanta,,Umbergaon INA,Gujarat,396165,OPERATIONAL,20.1704853,72.7731615,"5QCF+57V, GIDC Umbergaon, Umbergaon INA",ChIJc8wh86Qr5zsRKnQ9H1iisnY,4.1,71.0
Golden Computerized Weigh Bridge,,Vapi,Gujarat,396191,OPERATIONAL,20.342283,72.965499,"8XR8+W5, Vapi",ChIJed2pwTjP4DsRD4ChMzwmBhU,4.8,27.0
SHREE UMIYA WEIGH BRIDGE 100 TON CAPACITY,,Bhilad,Gujarat,396105,OPERATIONAL,20.269075,72.87815690000001,"7V9H+J7M, Shree Gajanan Shopping Center, sanjan, road, Bhilad",ChIJp0y7EbrT4DsRdO0CcDcl2ps,5.0,2.0
S S Raut Weigh bridge,098609 97866,Nandgaon T. Manor,Maharashtra,401403,OPERATIONAL,19.7249175,72.9209127,"Palghar - Manor Rd, Nandgaon T. Manor",ChIJ-18aoGcQ5zsRVJrUOWP_WAw,4.4,34.0
Charoti Weigh Bridge,,Palghar,Maharashtra,401607,OPERATIONAL,19.9068552,72.938901,"Charoti Weigh Bridge, Charoti Naka, NH 48, near Ashoka Hotel, Palghar",ChIJE-5ZEdA95zsRgowovf6cthU,4.9,15.0
Achad Weigh Bridge,,Achad,Maharashtra,401607,OPERATIONAL,20.2192388,72.88135890000001,"MIDC, NH 48, near Sahyadri Hotel, Achad, Achchhad",ChIJE_D38fwt5zsRxi6ZQ3WqczU,5.0,9.0
Noor computerised weigh bridge,,Vapi,Gujarat,396191,OPERATIONAL,20.3520982,72.94608690000001,"9W2W+V89, Vapi-Motaponadha Rd, Dungri Faliya, Karvad, Dungra, Vapi",ChIJkdpxlSLP4DsRaw04D4xmX8w,3.8,140.0
Jay Jalaram Weight Bridge & Service Station,,Rakholi,Dadra and Nagar Haveli and Daman and Diu,396240,OPERATIONAL,20.2364297,73.0174739,"62P8+HXH, Rakholi",ChIJKZMCp4M15zsRtqlh0el3laU,3.7,45.0
Bidco weigh bridge,,Palghar,Maharashtra,401404,OPERATIONAL,19.6832006,72.7655591,"MQM8+76M, Chintupada Rd, Udhyog Nagar, Palghar, Haranwali",ChIJ2aNQg_Qd5zsR5GKMrzfrpSM,4.0,33.0
Jai Mato Shree Weighbridge 100 Tons,,Karalgaon,Maharashtra,421303,OPERATIONAL,19.711778,72.9557255,"PX64+P79, Karalgaon",ChIJqzbo7OQR5zsRIKiOLz0Jig4,3.0,3.0
Jalaram weight bridge pardi chival at.po.Nevri (Dadri),,Dadra,Dadra and Nagar Haveli and Daman and Diu,396193,OPERATIONAL,20.3162039,72.9673475,"Jalaram weight bridge, opposite essar petrol pump, Dadra, Tighra",ChIJ33uzCj_M4DsRlXXXYp1z96Q,4.4,11.0
Jai gurudatta weigh bridge,,Palghar,Maharashtra,401404,OPERATIONAL,19.6892857,72.7554102,"Valan naka, Mahim Rd, Palghar",ChIJHeV6r9Yd5zsR6DnOys9nszo,5.0,2.0
Jay Mahakali Weigh-Bridge,094269 80285,Vapi,Gujarat,396195,OPERATIONAL,20.3557131,72.9338842,"Plot No. 405, C1/25, 2nd Phase, GIDC Rd, Vapi",ChIJ2ySUDGjO4DsRqZUzGJaTPn8,3.9,38.0
Gujarat Weighing Bridge,,Umargam,Gujarat,396171,OPERATIONAL,20.367004,72.9492361,"PLOT 711, 2/B, 3rd Phase, Phase 3, GIDC, Umargam, Vapi",ChIJuwlz7qMr5zsRj-MoSPhZW0w,3.9,37.0
BADSHAH WEIGHBRIDGE,099744 18242,Vapi,Gujarat,396191,OPERATIONAL,20.3783377,72.9485593,"9WHX+8CM, Koparli Rd, Chhiri, Vapi",ChIJx9b0rszP4DsRYmM1gmnDGzI,4.7,6.0
